Customer_ID	Promo_1_Response	Promo_2_Response	Promo_3_Response	Promo_1_Discount	Promo_2_Discount	Promo_3_Discount
100017209	1	0	1	0.69	4.94	18.37
100017267	0	0	0	6.74	5.47	10.87
100017280	0	0	0	11.62	21.98	21.72
100017360	0	0	0	13.49	12.36	7.75
100017429	1	0	1	0.11	10.10	23.33
100017494	1	0	1	1.61	13.03	9.05
100017609	1	0	1	5.66	13.96	12.01
100017631	0	0	0	14.86	18.67	28.36
100017715	1	0	1	3.57	19.59	0.00
100017797	0	0	0	5.71	3.75	2.13
100017830	0	0	0	4.21	18.10	5.28
100017880	0	0	0	7.21	19.91	24.66
100017883	0	0	0	8.22	5.33	2.74
100017888	0	0	0	13.60	10.24	8.99
100017962	1	0	1	9.61	13.82	22.83
100018023	0	0	0	9.67	5.70	12.11
100018063	0	0	0	13.90	4.53	19.28
100018122	0	0	0	13.72	0.16	18.09
100018155	0	0	0	5.78	14.64	10.06
100018213	0	0	0	13.11	21.78	20.36
100018295	0	0	0	9.52	12.49	24.02
100018359	0	0	0	11.68	11.37	17.56
100018451	0	0	0	4.46	0.34	28.81
100018519	1	0	1	12.56	19.45	12.35
100018557	0	0	0	5.10	8.53	21.70
100018605	0	0	0	11.00	3.71	5.51
100018670	0	0	0	2.98	12.93	15.88
100018708	0	0	0	0.10	2.00	4.87
100018793	1	0	1	12.23	6.80	16.50
100018798	0	0	0	2.73	12.64	24.85
100018855	1	0	1	5.14	19.48	8.50
100018896	0	0	0	9.05	12.92	16.04
100019010	0	0	0	9.59	14.71	24.76
100019076	1	0	1	10.79	20.25	1.49
100019102	0	0	0	5.97	5.51	20.11
100019192	0	0	0	4.68	5.93	14.48
100019216	0	0	0	3.52	10.53	14.72
100019269	0	0	0	7.61	0.08	26.89
100019354	1	0	1	11.72	14.73	23.11
100019584	0	0	0	12.67	3.17	18.56
100019643	0	0	0	1.00	9.04	10.52
100019693	0	0	0	4.06	21.30	24.12
100019754	0	0	0	8.37	15.24	14.41
100019831	0	0	0	13.86	14.72	9.36
100019876	0	0	0	9.44	3.70	19.87
100020034	0	0	0	1.61	18.82	4.55
100020092	0	0	0	10.70	9.68	17.20
100020137	1	0	1	5.94	7.62	20.45
100020160	1	0	1	3.17	9.50	14.37
100020276	1	0	1	5.13	5.60	11.06
100020301	1	0	1	8.46	3.29	9.33
100020340	1	0	1	6.58	5.25	19.52
100020366	1	0	1	12.33	0.77	27.27
100020376	0	0	0	4.72	16.65	22.05
100020396	0	0	0	4.04	16.87	12.08
100020484	0	0	0	0.36	2.27	0.32
100020498	0	0	0	14.47	16.64	9.32
100020537	0	0	0	1.56	19.39	12.23
100020597	0	0	0	12.43	4.44	6.04
100020636	1	1	1	1.32	14.52	13.45
100020641	0	0	0	0.30	6.81	22.64
100020714	1	1	1	0.98	10.72	18.67
100020804	1	0	1	2.93	17.07	17.00
100020808	1	1	1	7.09	10.39	13.36
100020836	0	0	0	2.56	18.49	1.93
100020892	0	0	0	12.47	3.75	22.62
100020945	1	0	1	2.71	12.48	17.82
100020946	1	0	1	5.42	0.88	3.53
100021088	0	0	0	3.46	8.77	4.58
100021111	0	0	0	10.42	17.30	4.48
100021121	1	0	1	12.27	3.02	13.45
100021204	1	0	1	12.05	17.18	12.26
100021216	1	0	1	14.54	22.29	2.09
100021292	1	0	1	7.08	16.93	20.73
100021360	0	0	0	5.61	16.36	17.02
100021448	1	0	1	13.48	20.95	19.06
100021623	0	0	0	4.39	17.09	6.02
100021686	0	0	0	14.85	2.67	23.35
100021752	1	0	1	6.36	15.14	2.44
100021825	0	0	0	5.43	2.63	21.19
100021829	1	0	1	2.89	12.47	22.60
100021856	0	0	0	5.57	8.75	19.38
100021892	0	0	0	3.41	5.57	26.54
100021905	0	0	0	1.33	12.97	6.97
100021923	1	1	1	1.68	5.83	21.13
100021941	0	0	0	11.98	13.32	19.10
100021970	0	0	0	12.88	4.17	0.85
100022041	0	0	0	10.95	6.85	12.00
100022105	0	0	0	2.50	22.27	29.15
100022141	0	0	0	13.59	12.77	24.18
100022191	0	0	0	3.21	12.66	24.09
100022269	0	0	0	5.79	0.98	18.16
100022275	0	0	0	7.66	8.16	25.33
100022505	0	0	0	14.97	8.49	3.24
100022745	0	0	0	10.92	10.53	1.20
100022811	0	0	0	3.50	14.51	6.58
100022824	1	0	1	2.85	0.09	13.18
100022847	0	0	0	13.68	17.05	7.50
100022920	0	0	0	0.31	7.54	27.85
100022923	1	0	1	12.40	15.82	15.34
100022971	0	0	0	0.15	16.69	21.85
100023014	0	0	0	1.01	18.58	23.88
100023016	1	0	1	5.79	20.35	1.05
100023024	1	1	1	7.58	13.71	13.60
100023089	1	1	1	12.24	11.34	2.31
100023132	1	1	1	14.79	16.26	5.49
100023186	1	0	1	4.63	2.69	11.82
100023232	0	0	0	7.11	9.39	26.28
100023305	1	1	1	13.36	18.46	17.77
100023334	0	0	0	5.65	8.84	25.40
100023515	0	0	0	6.13	7.66	26.72
100023595	0	0	0	12.33	10.03	10.14
100023634	0	0	0	5.62	16.38	14.37
100023637	0	0	0	14.30	8.02	18.43
100023706	0	0	0	9.93	4.15	1.43
100023787	0	0	0	8.01	20.43	8.59
100023879	1	0	1	0.78	0.05	16.74
100023920	0	0	0	14.64	4.56	17.19
100023981	1	0	1	2.58	14.62	16.81
100024074	1	0	1	1.79	11.04	21.60
100024100	1	0	1	13.07	8.00	22.55
100024147	0	0	0	14.85	12.77	8.15
100024159	0	0	0	6.72	6.35	11.15
100024169	0	0	0	8.67	3.28	8.41
100024199	0	0	0	7.76	5.75	8.48
100024213	1	0	1	6.70	1.29	29.01
100024291	0	0	0	4.73	5.80	15.67
100024342	1	0	1	4.33	10.33	6.88
100024438	0	0	0	9.72	9.50	12.93
100024481	0	0	0	6.27	20.07	7.61
100024573	0	0	0	8.45	6.89	25.15
100024583	1	0	1	3.04	21.41	3.78
100024714	0	0	0	12.87	2.54	12.94
100024775	0	0	0	12.58	5.35	18.60
100024862	0	0	0	11.35	11.89	2.04
100024913	0	0	0	6.43	19.12	29.36
100024964	1	0	1	9.12	11.48	18.38
100025033	0	0	0	1.24	18.92	18.31
100025113	0	0	0	11.24	13.63	20.28
100025153	0	0	0	2.80	15.34	23.86
100025342	0	0	0	10.32	18.88	2.84
100025376	1	0	1	6.42	2.86	3.63
100025442	1	0	1	10.72	19.22	15.70
100025476	0	0	0	11.05	16.46	16.41
100025501	0	0	0	10.14	2.30	15.28
100025567	0	0	0	10.86	19.29	26.75
100025626	0	0	0	5.03	7.48	11.26
100025666	0	0	0	13.47	13.83	1.73
100025684	0	0	0	10.85	10.29	10.43
100025785	0	0	0	12.46	8.04	12.62
100025804	1	1	1	14.27	1.50	27.40
100025837	0	0	0	0.34	1.13	27.18
100025848	1	0	1	5.20	8.03	29.48
100025861	1	0	1	3.57	2.32	19.43
100025932	0	0	0	12.17	20.52	29.17
100026018	1	0	1	11.14	4.01	14.57
100026071	0	0	0	0.89	5.82	18.64
100026120	0	0	0	12.90	18.56	14.58
100026206	1	0	1	10.23	8.36	12.31
100026244	1	0	1	7.35	11.30	8.55
100026286	1	0	1	0.94	21.30	17.89
100026346	0	0	0	13.64	18.91	27.18
100026428	0	0	0	7.33	15.07	10.76
100026513	1	0	1	0.38	21.07	25.19
100026570	1	0	1	9.76	21.50	2.18
100026579	0	0	0	12.41	21.27	10.25
100026587	0	0	0	13.23	7.41	20.77
100026611	1	0	1	10.30	1.69	17.36
100026762	1	0	1	0.18	10.71	22.76
100026794	1	0	1	0.15	19.29	17.87
100026795	1	1	1	3.26	16.96	22.58
100026850	0	0	0	3.51	18.14	24.32
100026861	0	0	0	1.29	3.31	25.50
100026889	0	0	0	4.07	13.56	2.94
100026948	0	0	0	2.14	4.02	20.99
100026955	1	0	1	10.69	12.00	14.78
100027004	1	1	1	6.96	0.85	0.33
100027092	1	0	1	6.89	6.69	22.33
100027110	1	0	1	5.82	2.74	24.23
100027263	0	0	0	12.01	7.89	0.49
100027289	1	0	1	11.06	4.60	23.37
100027296	1	0	1	14.62	13.25	15.74
100027367	0	0	0	5.30	21.16	26.44
100027375	0	0	0	0.78	13.88	2.73
100027542	0	0	0	1.94	8.48	13.32
100027582	0	0	0	11.30	6.99	11.08
100027643	0	0	0	11.23	6.41	7.22
100027651	0	0	0	11.86	1.83	21.10
100027679	0	0	0	8.25	21.28	25.86
100027744	0	0	0	12.93	6.14	4.78
100027774	0	0	0	4.24	4.22	22.38
100027795	1	0	1	6.91	19.42	5.79
100027907	0	0	0	6.20	20.87	22.42
100027918	1	0	1	12.09	5.98	3.79
100027957	1	0	1	11.53	1.38	1.49
100028048	0	0	0	5.41	7.62	9.96
100028129	0	0	0	8.43	10.64	9.91
100028141	0	0	0	14.02	19.64	12.95
100028230	0	0	0	9.69	0.89	28.54
100028356	0	0	0	12.99	13.41	11.57
100028362	1	0	1	2.59	21.82	18.18
100028413	1	1	1	1.03	12.51	19.73
100028512	1	0	1	12.10	14.43	10.85
100028528	1	1	1	6.46	18.09	1.93
100028600	0	0	0	14.85	22.41	25.67
100028757	1	0	1	4.28	12.32	14.66
100028780	0	0	0	13.30	12.16	4.65
100028868	1	0	1	11.43	13.18	20.33
100028916	0	0	0	6.11	22.06	5.18
100029044	1	0	1	10.92	17.06	15.94
100029112	1	0	1	0.37	18.94	2.15
100029196	0	0	0	5.45	1.69	24.30
100029309	0	0	0	11.17	8.39	8.43
100029312	0	0	0	12.61	14.80	16.69
100029328	0	0	0	8.78	12.47	23.91
100029353	0	0	0	12.19	16.25	18.78
100029479	1	0	1	8.86	6.79	6.56
100029548	0	0	0	7.27	4.25	21.05
100029606	0	0	0	3.98	16.95	12.63
100029665	1	0	1	6.27	9.43	1.38
100029700	0	0	0	14.23	2.91	8.86
100029736	0	0	0	0.43	0.07	27.59
100029761	1	0	1	9.74	13.37	2.51
100029775	0	0	0	8.46	15.34	3.77
100029821	1	1	1	1.49	3.45	4.39
100029914	1	0	1	11.56	2.00	4.17
100029992	0	0	0	0.53	4.73	23.90
100030016	0	0	0	10.07	0.39	18.82
100030036	1	0	1	11.70	17.41	15.69
100030106	0	0	0	4.00	18.94	22.37
100030155	0	0	0	0.81	9.69	5.43
100030162	0	0	0	9.96	5.87	23.32
100030226	0	0	0	6.68	21.01	17.70
100030342	0	0	0	9.04	21.15	14.89
100030466	0	0	0	7.09	8.60	17.84
100030593	0	0	0	9.59	21.10	12.62
100030643	0	0	0	11.78	20.09	29.35
100030715	1	0	1	10.17	16.32	11.39
100030789	0	0	0	6.30	1.43	6.71
100030909	0	0	0	5.55	4.02	25.33
100030975	0	0	0	13.18	7.37	15.85
100031030	1	0	1	3.07	10.06	15.72
100031041	0	0	0	7.62	12.75	15.67
100031080	0	0	0	2.58	15.42	16.32
100031092	1	0	1	10.28	15.21	22.38
100031160	0	0	0	13.69	13.56	2.75
100031180	0	0	0	5.84	11.55	16.24
100031209	0	0	0	12.74	19.90	9.41
100031294	0	0	0	13.26	18.14	14.98
100031383	1	0	1	2.44	3.70	9.17
100031466	0	0	0	12.65	15.96	15.73
100031493	0	0	0	10.46	15.02	4.22
100031634	0	0	0	8.66	6.07	26.02
100031684	1	1	1	14.28	18.67	6.71
100031691	0	0	0	1.23	12.15	5.28
100031728	0	0	0	6.18	16.18	19.81
100031746	1	0	1	7.69	15.35	24.12
100031758	1	0	1	5.23	8.79	1.23
100031814	0	0	0	0.01	8.32	9.56
100031821	0	0	0	5.80	10.07	3.45
100031875	0	0	0	5.18	0.17	22.81
100031928	0	0	0	6.25	15.08	17.23
100032095	0	0	0	11.53	16.26	22.89
100032164	0	0	0	2.05	8.80	9.28
100032211	1	0	1	1.33	1.97	21.71
100032238	1	0	1	2.45	9.37	25.86
100032285	0	0	0	7.59	18.98	27.27
100032315	0	0	0	6.04	15.95	25.29
100032498	0	0	0	10.91	9.67	3.03
100032585	0	0	0	6.13	14.43	8.21
100032662	0	0	0	2.68	15.50	26.23
100032757	1	0	1	14.30	10.75	13.47
100032773	0	0	0	7.24	14.02	28.90
100032793	1	0	1	12.39	13.69	26.54
100032821	0	0	0	9.96	5.06	1.66
100032869	1	0	1	11.20	1.05	28.53
100032932	0	0	0	11.93	11.25	14.40
100032938	0	0	0	10.23	10.66	26.58
100033031	0	0	0	13.65	19.30	11.66
100033033	0	0	0	4.97	2.21	29.32
100033110	0	0	0	7.65	21.70	0.70
100033127	0	0	0	13.14	12.66	14.54
100033162	0	0	0	4.80	2.38	3.64
100033194	1	0	1	5.70	8.95	1.15
100033259	0	0	0	7.97	9.37	2.30
100033315	0	0	0	10.61	8.90	19.41
100033326	0	0	0	10.70	21.80	11.12
100033338	0	0	0	6.41	2.69	20.27
100033408	0	0	0	14.84	4.98	10.11
100033496	0	0	0	2.55	22.01	12.94
100033563	0	0	0	14.21	11.55	4.67
100033591	1	1	1	2.90	8.06	29.42
100033609	0	0	0	6.28	12.92	22.04
100033644	0	0	0	12.48	18.87	9.37
100033676	0	0	0	8.56	18.75	8.59
100033696	0	0	0	1.24	18.49	26.70
